Settings,,,Holdings,,,,
,,,Asset ID,Asset Name,ISIN,Osmosis Sector,Osmosis Sector - June 19
,,,USAIOO1,MARSH & MCLENNAN COMPANIES INC,US5717481023,N/A,N/A
,,,USAIPF1,MASCO CORP,US5745991068,Construction & Materials,Construction & Materials
,,,USAIRD1,MAXIM INTEGRATED PRODUCTS INC,US57772K1016,N/A,N/A
,,,USAISP1,MCDONALD'S CORP,US5801351017,N/A,N/A
,,,USAISY1,S&P GLOBAL INC,US78409V1044,N/A,N/A
,,,USAIWE1,MEDTRONIC PLC,IE00BTN1Y115,Healthcare Equipment & Services,Healthcare Equipment & Services
,,,USAIX11,CVS HEALTH CORP,US1266501006,Food & Drug Retailers,Food & Drug Retailers
,,,USAIY41,MERCK & CO INC,US58933Y1055,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,USAJ471,MICROSOFT CORP,US5949181045,Software & Computer Services,Software & Computer Services
,,,USAJ4O1,MICRON TECHNOLOGY INC,US5951121038,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,USAJ8P1,3M CO,US88579Y1010,General Industrials,General Industrials
,,,USAJFA1,MOTOROLA SOLUTIONS INC,US6200763075,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,USAJHY1,MYLAN INC,NL0011031208,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,USAJIJ1,BANK OF AMERICA CORPORATION,US0605051046,N/A,N/A
,,,USAJUT1,NEWELL BRANDS INC,US6512291062,Household Goods,Household Goods
,,,USAJV61,NEWMONT CORP,US6516391066,Mining,Mining
,,,USAJWG1,NIKE INC,US6541061031,Personal Goods,Personal Goods
,,,USAJXJ1,NORDSTROM INC,US6556641008,N/A,N/A
,,,USAJXN1,NORFOLK SOUTHERN CORP,US6558441084,Industrial Transportation,Industrial Transportation
,,,USAJZS1,EVERSOURCE ENERGY,US30040W1080,Electricity,Electricity
,,,USAK191,XCEL ENERGY INC,US98389B1008,Electricity,Electricity
,,,USAK1B1,NORTHERN TRUST CORP,US6658591044,N/A,N/A
,,,USAK1G1,NORTHROP GRUMMAN CORP,US6668071029,Aerospace & Defense,Aerospace & Defense
,,,USAK1N1,WELLS FARGO & CO,US9497461015,N/A,N/A
,,,USAK3E1,NUCOR CORP,US6703461052,N/A,N/A
,,,USAK6K1,OCCIDENTAL PETROLEUM CORP,US6745991058,Oil & Gas Producers,Oil & Gas Producers
,,,USAK9H1,OMNICOM GROUP INC,US6819191064,N/A,N/A
,,,USAKBG1,ORACLE CORP,US68389X1054,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,USAKG31,PNC FINANCIAL SERVICES GROUP INC,US6934751057,N/A,N/A
,,,USAKG81,PPG INDUSTRIES INC,US6935061076,Chemicals,Chemicals
,,,USAKGN1,PACCAR INC,US6937181088,N/A,N/A
,,,USAKLC1,PTC INC,US69370C1009,N/A,N/A
,,,USAKLU1,PARKER HANNIFIN CORP,US7010941042,Industrial Engineering,Industrial Engineering
,,,USAKNT1,PAYCHEX INC,US7043261079,N/A,N/A
,,,USAKPQ1,PPL CORP,US69351T1060,Electricity,Electricity
,,,USAKQY1,PEPSICO INC,US7134481081,Beverages,Beverages
,,,USAKT21,PFIZER INC,US7170811035,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,USAKTG1,EXELON CORP,US30161N1019,Electricity,Electricity
,,,USAKTN1,ALTRIA GROUP INC,US02209S1033,Tobacco,Tobacco
,,,USAKTU1,CONOCOPHILLIPS,US20825C1045,Oil & Gas Producers,Oil & Gas Producers
,,,USAKWP1,PINNACLE WEST CAPITAL CORP,US7234841010,Electricity,Electricity
,,,USAL5N1,CITIGROUP INC,US1729674242,N/A,N/A
,,,USAL6I1,PROCTER & GAMBLE CO,US7427181091,Household Goods,Household Goods
,,,USAL7J1,PROGRESSIVE CORP,US7433151039,N/A,N/A
,,,USALAW1,PUBLIC SERVICE ENTERPRISE GROUP INC,US7445731067,Electricity,Electricity
,,,USALKP1,RAYTHEON CO,US7551115071,Aerospace & Defense,Aerospace & Defense
,,,USALUR1,ROCKWELL AUTOMATION INC,US7739031091,General Industrials,General Industrials
,,,USAM4T1,TRAVELERS COMPANIES INC,US89417E1091,N/A,N/A
,,,USAM8X1,SCHLUMBERGER NV,AN8068571086,Oil Equipment & Services,Oil Equipment & Services
,,,USAM9B1,CHARLES SCHWAB CORP,US8085131055,N/A,N/A
,,,USAMCZ1,SEALED AIR CORP,US81211K1007,General Industrials,General Industrials
,,,USAMJ81,SHERWIN-WILLIAMS CO,US8243481061,Construction & Materials,Construction & Materials
,,,USAMOE1,KEYCORP,US4932671088,N/A,N/A
,,,USAMRN1,EDISON INTERNATIONAL,US2810201077,Electricity,Electricity
,,,USAMRQ1,SOUTHERN CO,US8425871071,Electricity,Electricity
,,,USAMS21,TRUIST FINANCIAL CORP,US89832Q1094,N/A,N/A
,,,USAMSX1,SOUTHWEST AIRLINES CO,US8447411088,Travel & Leisure,Travel & Leisure
,,,USAMTI1,AT&T INC,US00206R1023,Fixed Line Telecommunications,Fixed Line Telecommunications
,,,USAMYG1,STANLEY BLACK & DECKER INC,US8545021011,Household Goods,Household Goods
,,,USAMZS1,STATE STREET CORP,US8574771031,N/A,N/A
,,,USAN4Z1,STRYKER CORP,US8636671013,N/A,N/A
,,,USANAZ1,SYSCO CORP,US8718291078,N/A,N/A
,,,USANCW1,TJX COMPANIES INC,US8725401090,N/A,N/A
,,,USANKV1,TERADYNE INC,US8807701029,Technology Hardware & Equipment,N/A
,,,USANM71,TEXAS INSTRUMENTS INC,US8825081040,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,USANMW1,TEXTRON INC,US8832031012,General Industrials,General Industrials
,,,USANNE1,THERMO FISHER SCIENTIFIC INC,US8835561023,N/A,N/A
,,,USANRG1,GLOBE LIFE INC,US37959E1029,N/A,N/A
,,,USAO171,WASTE MANAGEMENT INC,US94106L1098,Support Services,Support Services
,,,USAO1F1,UNUM GROUP,US91529Y1064,N/A,N/A
,,,USAO4O1,UNION PACIFIC CORP,US9078181081,Industrial Transportation,Industrial Transportation
,,,USAO6Z1,UNITEDHEALTH GROUP INC,US91324P1021,Healthcare Equipment & Services,Healthcare Equipment & Services
,,,USAOAI1,MARATHON OIL CORP,US5658491064,Oil & Gas Producers,Oil & Gas Producers
,,,USAOB11,UNITED TECHNOLOGIES CORP,US9130171096,Aerospace & Defense,Aerospace & Defense
,,,USAOB21,SPRINT CORP,US85207U1051,Mobile Telecommunications,Mobile Telecommunications
,,,USAOEE1,VF CORP,US9182041080,Personal Goods,Personal Goods
,,,USAOKU2,VIACOMCBS,US92556H2067,N/A,N/A
,,,USAOP31,VULCAN MATERIALS CO,US9291601097,N/A,N/A
,,,USAOQE1,WALMART INC,US9311421039,General Retailers,General Retailers
,,,USAOQJ1,WALGREENS BOOTS ALLIANCE INC,US9314271084,Food & Drug Retailers,Food & Drug Retailers
,,,USAOYV1,WEYERHAEUSER CO,US9621661043,Construction & Materials,Construction & Materials
,,,USAOZA1,WHIRLPOOL CORP,US9633201069,Household Goods,Household Goods
,,,USAP1O1,WILLIAMS COMPANIES INC,US9694571004,Oil Equipment & Services,Oil Equipment & Services
,,,USAP3B1,WEC ENERGY GROUP,US92939U1060,"Gas, Water & Multiutilities","Gas, Water & Multiutilities"
,,,USAP6T1,XILINX INC,US9839191015,N/A,N/A
,,,USAP6X1,XEROX HOLDINGS CORP,US98421M1062,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,USAPE81,QUALCOMM INC,US7475251036,Technology Hardware & Equipment,Technology Hardware & Equipment
,,,USAPQE1,LINDE PLC,IE00BZ12WP82,Chemicals,Chemicals
,,,USAQ841,MORGAN STANLEY,US6174464486,N/A,N/A
,,,USAQ9A1,INTUIT INC,US4612021034,Software & Computer Services,Software & Computer Services
,,,USAQH61,ALLSTATE CORP,US0200021014,N/A,N/A
,,,USAR5F1,SIMON PROPERTY GROUP INC,US8288061091,N/A,N/A
,,,USAR5Q1,EASTMAN CHEMICAL CO,US2774321002,N/A,N/A
,,,USARKB1,BOSTON SCIENTIFIC CORP,US1011371077,Healthcare Equipment & Services,Healthcare Equipment & Services
,,,USARKI1,KOHLS CORP,US5002551043,General Retailers,General Retailers
,,,USAS281,MCKESSON CORP,US58155Q1031,Healthcare Equipment & Services,Healthcare Equipment & Services
,,,USAS4K1,CAPITAL ONE FINANCIAL CORP,US14040H1059,N/A,N/A
,,,USASA21,LOCKHEED MARTIN CORP,US5398301094,Aerospace & Defense,Aerospace & Defense
,,,USASBS1,DARDEN RESTAURANTS INC,US2371941053,Travel & Leisure,Travel & Leisure
,,,USASE21,DISH NETWORK CORP,US25470M1099,N/A,N/A
,,,USAVI21,ESTEE LAUDER COMPANIES INC,US5184391044,Personal Goods,Personal Goods
,,,USAVII1,NETAPP INC,US64110D1046,N/A,N/A
,,,USAVMM1,HARTFORD FINANCIAL SERVICES GROUP INC,US4165151048,N/A,N/A
,,,USAVPJ1,COSTCO WHOLESALE CORP,US22160K1051,N/A,N/A
,,,USAXO31,AMAZON.COM INC,US0231351067,N/A,N/A
,,,USAYGW1,YUM BRANDS INC,US9884981013,N/A,N/A
,,,USAYPL1,FIRSTENERGY CORP,US3379321074,Electricity,Electricity
,,,USAZ1V1,AMEREN CORP,US0236081024,"Gas, Water & Multiutilities","Gas, Water & Multiutilities"
,,,USAZ4X1,VERISIGN INC,US92343E1029,N/A,N/A
,,,USAZC82,MARRIOTT INTERNATIONAL INC,US5719032022,Travel & Leisure,Travel & Leisure
,,,USAZOE1,MOODY'S CORP,US6153691059,N/A,N/A
,,,USAZRB1,SEMPRA ENERGY,US8168511090,"Gas, Water & Multiutilities","Gas, Water & Multiutilities"
,,,AUSABW1,COCA-COLA AMATIL LTD,AU000000CCL2,N/A,N/A
,,,AUSADR1,AGL ENERGY LTD,AU000000AGL7,"Gas, Water & Multiutilities","Gas, Water & Multiutilities"
,,,AUSADW1,AUSTRALIA & NEW ZEALAND BNKING GRP LTD,AU000000ANZ3,N/A,N/A
,,,AUSAEY1,WESTPAC BANKING CORP,AU000000WBC1,N/A,N/A
,,,AUSAGI1,CROWN RESORTS LTD,AU000000CWN6,Travel & Leisure,Travel & Leisure
,,,AUSAGK1,ORIGIN ENERGY LTD,AU000000ORG5,"Gas, Water & Multiutilities","Gas, Water & Multiutilities"
,,,AUSAGP1,BRAMBLES LTD,AU000000BXB1,General Industrials,General Industrials
,,,AUSAHA1,BHP GROUP LTD,AU000000BHP4,Mining,Mining
,,,AUSAKT1,RIO TINTO LIMITED,AU000000RIO1,Mining,Mining
,,,AUSAPX1,GPT GROUP,AU000000GPT8,N/A,N/A
,,,AUSAQZ1,JAMES HARDIE INDUSTRIES PLC,AU000000JHX1,N/A,N/A
,,,AUSARD1,HARVEY NORMAN HOLDINGS LTD,AU000000HVN7,General Retailers,General Retailers
,,,AUSASN1,ORICA LTD,AU000000ORI1,Chemicals,Chemicals
,,,AUSAVK1,LENDLEASE GROUP,AU000000LLC3,Construction & Materials,Construction & Materials
,,,AUSAXR1,SUNCORP GROUP LTD,AU000000SUN6,N/A,N/A
,,,AUSAZH1,NATIONAL AUSTRALIA BANK LTD,AU000000NAB4,N/A,N/A
,,,AUSAZT1,NEWCREST MINING LTD,AU000000NCM7,Mining,Mining
,,,AUSBDX1,QBE INSURANCE GROUP LTD,AU000000QBE9,N/A,N/A
,,,AUSBFP1,SANTOS LTD,AU000000STO6,Oil & Gas Producers,Oil & Gas Producers
,,,AUSBHH1,STOCKLAND CORPORATION LTD,AU000000SGP0,N/A,N/A
,,,AUSBLB1,WESFARMERS LTD,AU000000WES1,General Retailers,General Retailers
,,,AUSBLJ1,ALUMINA LTD,AU000000AWC3,Industrial Metals,Industrial Metals
,,,AUSBMJ1,WOODSIDE PETROLEUM LTD,AU000000WPL2,Oil & Gas Producers,Oil & Gas Producers
,,,AUSBUU1,COMMONWEALTH BANK OF AUSTRALIA,AU000000CBA7,N/A,N/A
,,,AUSCAZ1,WOOLWORTHS GROUP LTD,AU000000WOW2,Food & Drug Retailers,Food & Drug Retailers
,,,AUSCIA1,COMPUTERSHARE LTD,AU000000CPU5,N/A,N/A
,,,AUSCIB1,CSL LTD,AU000000CSL8,Pharmaceuticals & Biotechnology,Pharmaceuticals & Biotechnology
,,,AUSCJB1,TABCORP HOLDINGS LTD,AU000000TAH8,Travel & Leisure,Travel & Leisure
,,,AUSCMM1,QANTAS AIRWAYS LTD,AU000000QAN2,Travel & Leisure,Travel & Leisure
,,,AUSCNM1,COCHLEAR LTD,AU000000COH5,N/A,N/A
,,,AUSCOG1,TRANSURBAN GROUP,AU000000TCL6,Industrial Transportation,Industrial Transportation
,,,AUSCPN1,MACQUARIE GROUP LTD,AU000000MQG1,N/A,N/A
